2025-11-15 04:01:20,353 - __main__ - INFO - Starting keyframe extraction system in supervision mode
2025-11-15 04:01:20,353 - __main__ - INFO - Using device: cuda:0
2025-11-15 04:01:20,353 - __main__ - INFO - Cache directory: .cache
2025-11-15 04:01:20,353 - __main__ - INFO - ============================================================
2025-11-15 04:01:20,353 - __main__ - INFO - STEP 1: GENERATING TEACHER SUPERVISION
2025-11-15 04:01:20,353 - __main__ - INFO - ============================================================
2025-11-15 04:01:20,353 - __main__ - INFO - Starting teacher supervision generation...
2025-11-15 04:01:20,353 - keyframe_extraction.teacher_model - INFO - Loading teacher model from /data/share/qwen/Qwen2.5-VL-7B-Instruct
2025-11-15 04:01:30,631 - keyframe_extraction.teacher_model - INFO - Teacher model loaded successfully
2025-11-15 04:01:30,809 - keyframe_extraction.frame_scoring - INFO - Loaded 31527 samples from beauty domain
2025-11-15 04:01:30,809 - keyframe_extraction.frame_scoring - INFO - Limited to 5 samples for prototyping
2025-11-15 04:01:30,994 - keyframe_extraction.frame_scoring - INFO - Loaded 32824 samples from sports domain
2025-11-15 04:01:30,994 - keyframe_extraction.frame_scoring - INFO - Limited to 5 samples for prototyping
2025-11-15 04:01:30,998 - keyframe_extraction.frame_scoring - INFO - Loaded total 9 videos from 2 domains
2025-11-15 04:01:31,002 - __main__ - INFO - Loaded 9 videos for supervision generation
2025-11-15 04:01:31,003 - keyframe_extraction.frame_scoring - INFO - Computing frame importance scores for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ab1b0dd9-52c7-5cc0-a58e-c1852fe65ff8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 04:01:31,026 - keyframe_extraction.video_loader - INFO - Loaded cached frames for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ab1b0dd9-52c7-5cc0-a58e-c1852fe65ff8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 04:01:31,244 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyn5g9k3w.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 05:59:19,844 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpiagrf368.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 05:59:26,822 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp47m7lui7.mp4', total_frames=16, video_fps=2.0, time=0.021s
2025-11-15 05:59:33,952 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8l7tgpj4.mp4', total_frames=17, video_fps=2.0, time=0.026s
2025-11-15 05:59:41,060 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6pqq4lwy.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 05:59:49,158 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpx50bmrat.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 05:59:56,167 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5dw3dtp2.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:00:03,320 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptbutah1h.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:00:10,355 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpvnn3zsim.mp4', total_frames=16, video_fps=2.0, time=0.035s
2025-11-15 06:00:18,973 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6a24x046.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:00:26,018 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptshh2hin.mp4', total_frames=16, video_fps=2.0, time=0.024s
2025-11-15 06:00:33,180 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpvowtwlf1.mp4', total_frames=17, video_fps=2.0, time=0.023s
2025-11-15 06:00:40,337 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphf1t71vv.mp4', total_frames=16, video_fps=2.0, time=0.019s
2025-11-15 06:00:48,381 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmplyzi2n_n.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 06:00:55,552 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcr1kb4sn.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 06:01:02,616 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpaf4m_fr_.mp4', total_frames=17, video_fps=2.0, time=0.023s
2025-11-15 06:01:09,570 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_43jt0uu.mp4', total_frames=16, video_fps=2.0, time=0.032s
2025-11-15 06:01:17,328 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpgz9dm5pq.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:01:24,368 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3p4yd8gp.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:01:31,304 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpw_arjagu.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 06:01:38,257 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_6f5tcq6.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 06:01:48,706 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5yc14me5.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:01:55,700 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpx5snxdkx.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:02:02,708 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqi5i47ln.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:02:09,749 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5q_ao6u8.mp4', total_frames=16, video_fps=2.0, time=0.032s
2025-11-15 06:02:17,508 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzl8k1uc9.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:02:24,537 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqqly938e.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:02:31,560 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpozrzcrgv.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:02:38,528 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfvfh1aa_.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:02:46,656 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptkxenlr9.mp4', total_frames=17, video_fps=2.0, time=0.031s
2025-11-15 06:02:53,623 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9bew73dt.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:03:00,671 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpglc901bq.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:03:07,691 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjk95tne9.mp4', total_frames=16, video_fps=2.0, time=0.019s
2025-11-15 06:03:15,572 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmplf3qccoh.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 06:03:22,617 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp62_b90sq.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:03:29,567 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpu52mhrcv.mp4', total_frames=17, video_fps=2.0, time=0.028s
2025-11-15 06:03:36,559 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpik3d0z1a.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:03:44,844 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp37i9dg60.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 06:03:51,937 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpc5jq9evd.mp4', total_frames=16, video_fps=2.0, time=0.022s
2025-11-15 06:03:58,949 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpflynasdl.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:04:05,878 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpgtdzx0li.mp4', total_frames=16, video_fps=2.0, time=0.018s
2025-11-15 06:04:14,183 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprtwwmqj6.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 06:04:21,180 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6vni08nx.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 06:04:28,269 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsh5xqdyj.mp4', total_frames=17, video_fps=2.0, time=0.026s
2025-11-15 06:04:35,253 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphm1rni5s.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:04:43,513 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpl4lb97v3.mp4', total_frames=17, video_fps=2.0, time=0.021s
2025-11-15 06:04:50,469 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6dk2rwdd.mp4', total_frames=16, video_fps=2.0, time=0.046s
2025-11-15 06:04:57,585 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpg49f8vtm.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 06:05:04,562 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp151ja_g3.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:05:13,071 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwq8mgyz5.mp4', total_frames=17, video_fps=2.0, time=0.045s
2025-11-15 06:05:20,069 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp73j8yi2l.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:05:27,000 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpz4das33f.mp4', total_frames=17, video_fps=2.0, time=0.021s
2025-11-15 06:05:33,929 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7xa2v_yr.mp4', total_frames=16, video_fps=2.0, time=0.020s
2025-11-15 06:05:42,438 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpt3pcpyvb.mp4', total_frames=17, video_fps=2.0, time=0.025s
2025-11-15 06:05:49,481 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2kovkfm5.mp4', total_frames=16, video_fps=2.0, time=0.044s
2025-11-15 06:05:56,468 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1tlop58z.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 06:06:03,555 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9uh4tcwv.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 06:06:12,768 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbop8j4zi.mp4', total_frames=17, video_fps=2.0, time=0.024s
2025-11-15 06:06:19,881 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjv0rn20s.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:06:27,017 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfxtkl57a.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:06:34,069 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpd7ie9rux.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:06:42,028 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdaq0pspr.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 06:06:49,084 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwr63a8ce.mp4', total_frames=16, video_fps=2.0, time=0.024s
2025-11-15 06:06:56,101 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpp9mfo7t4.mp4', total_frames=17, video_fps=2.0, time=0.043s
2025-11-15 06:07:03,133 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpk5py4sjr.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 06:07:17,188 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpkiq_4eli.mp4', total_frames=17, video_fps=2.0, time=0.024s
2025-11-15 06:07:24,797 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7jzidaq4.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:07:31,852 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpl1kaoo5q.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 06:07:41,224 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp355cidul.mp4', total_frames=16, video_fps=2.0, time=0.019s
2025-11-15 06:07:48,232 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphrnofg4k.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 06:07:55,255 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpa22aiztd.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:08:02,163 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpmv0pp5do.mp4', total_frames=17, video_fps=2.0, time=0.022s
2025-11-15 06:08:10,621 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcj3b0qt8.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:08:17,672 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8lwr08wu.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 06:08:24,695 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1otcb8xh.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 06:08:31,766 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpte32hn6g.mp4', total_frames=17, video_fps=2.0, time=0.022s
2025-11-15 06:08:40,414 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6x02_rzo.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:08:47,366 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqvj8fc2e.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 06:08:54,395 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsiu6d8ce.mp4', total_frames=16, video_fps=2.0, time=0.029s
2025-11-15 06:09:01,401 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcgx9j0n2.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 06:09:09,925 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpeuxos_w5.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 06:09:16,977 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbzldl421.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:09:23,993 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptu2twwyy.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 06:09:31,166 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpa7efeic5.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 06:09:39,308 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpi3_x9shp.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 06:09:46,266 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpkjylomii.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 06:09:53,260 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpn2mopmmj.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 06:10:00,277 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxudqec3_.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:10:09,384 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppgxx48qa.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:10:16,370 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpeb4052gu.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 06:10:23,380 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpr5z3ejfh.mp4', total_frames=16, video_fps=2.0, time=0.021s
2025-11-15 06:10:30,403 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp32i66aky.mp4', total_frames=17, video_fps=2.0, time=0.019s
2025-11-15 06:10:38,404 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpva5cbtap.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:10:45,488 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5aynditw.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 06:10:52,718 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7ic6mwqd.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 06:10:59,752 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsr05lps9.mp4', total_frames=17, video_fps=2.0, time=0.031s
2025-11-15 06:11:07,648 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphwoy8nya.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 06:11:14,769 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7olqptsa.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 06:11:21,836 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1kqsrqri.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 06:11:28,866 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxavpwi_l.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 06:11:36,846 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsqq4wtbf.mp4', total_frames=16, video_fps=2.0, time=0.035s
2025-11-15 06:11:43,867 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5g3va26b.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:11:50,833 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpder_mcr5.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:11:57,877 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpuqwh3znz.mp4', total_frames=17, video_fps=2.0, time=0.021s
2025-11-15 06:12:06,180 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppi55quwh.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 06:12:13,266 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpebo3jzpz.mp4', total_frames=17, video_fps=2.0, time=0.028s
2025-11-15 06:12:20,234 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbjrzo1r5.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:12:27,302 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpx22o0czi.mp4', total_frames=17, video_fps=2.0, time=0.047s
2025-11-15 06:12:35,656 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpt5d2ykp3.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 06:12:42,604 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpti2k5_q4.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:12:49,622 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpr6n99w20.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:12:56,707 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5n803vdm.mp4', total_frames=17, video_fps=2.0, time=0.036s
2025-11-15 06:13:05,052 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpixgrebvq.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:13:12,130 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzcbah860.mp4', total_frames=17, video_fps=2.0, time=0.059s
2025-11-15 06:13:19,348 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9q76lnpt.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 06:13:26,375 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptiw47p5y.mp4', total_frames=17, video_fps=2.0, time=0.045s
2025-11-15 06:13:33,329 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjwmhwyza.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:13:40,280 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpt64sn59x.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 06:13:47,227 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfdx6najo.mp4', total_frames=16, video_fps=2.0, time=0.020s
2025-11-15 06:13:54,227 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprvs_cei7.mp4', total_frames=17, video_fps=2.0, time=0.020s
2025-11-15 06:14:01,227 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnh9ad5us.mp4', total_frames=16, video_fps=2.0, time=0.020s
2025-11-15 06:14:08,564 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmput6l44wu.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 06:14:15,552 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpq9_svqfy.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 06:14:22,596 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpoz7oku4l.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 06:14:29,536 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8oee89aw.mp4', total_frames=16, video_fps=2.0, time=0.022s
2025-11-15 06:14:37,708 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpy1kj1tks.mp4', total_frames=17, video_fps=2.0, time=0.021s
2025-11-15 06:14:44,723 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2bea5xio.mp4', total_frames=16, video_fps=2.0, time=0.020s
2025-11-15 06:14:51,844 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7uljq09o.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:14:58,848 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpkv5auv6l.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:15:06,705 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpr9vy53ws.mp4', total_frames=17, video_fps=2.0, time=0.023s
2025-11-15 06:15:13,750 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6_nkxdwv.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:15:20,777 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_4h9ijlr.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 06:15:27,849 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpeiqvo0m2.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 06:15:35,898 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxfzkzzqd.mp4', total_frames=17, video_fps=2.0, time=0.022s
2025-11-15 06:15:42,962 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpw4dc4f1f.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:15:49,968 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_eecpmni.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:15:56,883 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4w0wi134.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 06:16:03,869 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp630ohqun.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:16:10,862 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3xk_emer.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 06:16:17,892 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcko9kil0.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 06:16:24,875 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpkb_nsdgu.mp4', total_frames=16, video_fps=2.0, time=0.018s
2025-11-15 06:16:31,792 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7r8k6ia5.mp4', total_frames=17, video_fps=2.0, time=0.025s
2025-11-15 06:16:39,373 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9sr6md_j.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 06:16:46,379 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9nj_pey3.mp4', total_frames=17, video_fps=2.0, time=0.028s
2025-11-15 06:16:53,464 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmph2ec9ijs.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:17:00,602 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjbhoxaku.mp4', total_frames=17, video_fps=2.0, time=0.023s
2025-11-15 06:17:08,036 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6ewsx6lq.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 06:17:15,103 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp62jydapn.mp4', total_frames=17, video_fps=2.0, time=0.018s
2025-11-15 06:17:22,133 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbe71e8if.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 06:17:29,164 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp0459073n.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 06:17:37,149 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpl4dfded8.mp4', total_frames=16, video_fps=2.0, time=0.034s
